mode,image,category,explanation,gold_label,predicted_label
explanation_only,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-101.jpg,UNIVERSAL_HUMAN,"The meme features a cartoon illustration of two men on a path ending abruptly at a steep cliff, with a hanging sign that reads ""सुसाइड जोक्स का अंत नीचे है"" (""The end of suicide jokes is down below"" alongside a downward arrow) while a concerned character remarks ""ये जोक्स अब हद पार कर रहे हैं!"" (""These jokes are crossing the limit now!""). This visual literalization of a dark punchline creates a grim emotional context, highlighting the tense psychological reality masked behind internet culture's casual normalization of severe mental distress. Clinically, the explicit textual mention of suicide coupled with the visual implication of a fatal drop directly aligns with the **Self-Harm** symptom from the glossary, as the core joke relies entirely on a darkly comedic reference to dying.","[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
explanation_only,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-376.jpg,UNIVERSAL_HUMAN,"The meme features an image of a person's torso wearing a black t-shirt with digitally superimposed Hindi text that translates to, ""If you think my boobs are small, then look at my will to live"" (अगर तुम्हें मेरे boobs छोटे लगते हैं, तो मेरी जीने की इच्छा देख लो). Culturally, this utilizes a common internet bait-and-switch joke structure, leveraging a relatable, minor physical insecurity as a comedic setup to deliver a jarring punchline about severe mental distress. Emotionally, the meme employs casual, dark humor to express profound hopelessness, using deadpan self-deprecation to mask an underlying state of psychological pain. Clinically, the punchline's direct, darkly comedic claim about having a vanishingly small or non-existent will to live explicitly aligns with the **Self-Harm** symptom category.","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]"
explanation_only,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-359.jpg,UNIVERSAL_HUMAN,"This Hindi-localized iteration of the popular ""Billy, What Have You Done"" comic template features a mustached character initially reacting in panicked shock (""बंटी! ये तूने क्या किया?!"" / ""Bunty! What have you done?!"") after a small child shoots a person. The dark humor and core irony emerge when the bleeding victim dismissively states ""डिप्रेशन बस एक मूड है"" (""Depression is just a mood""), prompting the older character to instantly abandon his moral outrage, load a shotgun, and deadpan instruct the child to ""इसे फिर से गोली मारो"" (""Shoot him again""). Emotionally, the image juxtaposes extreme cartoon violence with a common real-world invalidation to channel the intense frustration individuals feel when their severe psychological distress is minimized by society. By humorously advocating for violence against the ignorant character, the meme serves as a cathartic defense of mental health severity for those who are exhausted by societal misunderstanding and stigma.","[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
explanation_only,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-274.jpg,UNIVERSAL_HUMAN,"The image consists of a stark, dark grey background featuring two lines of minimalist Hindi text that read ""मैं ज़िंदा हूँ। शिट।"" which translates to ""I am alive. Shit."" This text-based format utilizes localized South Asian internet humor to subvert the conventionally positive concept of existence, masking profound psychological weariness and apathy beneath a casual, transliterated English expletive. Clinically, by explicitly expressing immediate regret and disappointment over the reality of surviving or waking up, the meme serves as a darkly comedic indicator of passive suicidal ideation, aligning precisely with the **Self-Harm** symptom criteria.","[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
explanation_only,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-46.jpg,UNIVERSAL_HUMAN,"This four-panel webcomic by ""CHUCKDRAWSTHINGS"" features two pigeons at office desks, where the first pigeon asks in Hindi, ""रात भर जगे थे क्या?"" (Were you awake all night?) and then ""इतनी देर सोने के बाद भी तुम थके हुए कैसे हो सकते हो?"" (How can you still be tired after sleeping for so long?) after the visibly exhausted second pigeon admits, ""नहीं यार, कल रात तो मैं 13 घंटे सोया था"" (No man, last night I slept for 13 hours). The meme derives its dark humor from ironic juxtaposition, answering the genuine question about chronic fatigue with a jarringly cheerful, vaudeville-style musical reveal featuring a top hat, cane, and rainbow underneath the bold English word ""DEPRESSION!!!"". Emotionally, this theatrical presentation serves to defensively mask severe psychological distress and the frustration of an invisible illness behind a protective facade of absurd comedy. Clinically, the character's explicit textual admission of sleeping excessively for thirteen hours but remaining profoundly fatigued provides direct evidence of a Sleeping Disorder.","[1,0,0,0,0,0,0]",
explanation_only,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-481.jpg,UNIVERSAL_HUMAN,"This meme features an animated character in a yellow hoodie looking highly agitated with clenched hands, overlaid with the Hindi text ""मेरा दिमाग खराब हो रहा है"" (translating roughly to ""my mind is spoiling"" or ""I am losing my mind"") alongside an English caption identifying it as a ""LOSING MY MIND"" YouTube animation meme. Culturally, the image relies on relatable internet humor where exaggerated, manic cartoon expressions are used to authentically convey an underlying emotional state of severe stress, acute frustration, and mental exhaustion. Clinically, the explicit textual declaration of cognitive failure combined with the character's visibly distressed, overwhelmed posture provides direct evidence that aligns with a Concentration Problem, vividly illustrating the subjective experience of mental paralysis, brain fog, or reaching a psychological breaking point.","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
explanation_only,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-561.jpg,UNIVERSAL_HUMAN,"This three-panel comic depicts a red blob character looking sorrowfully into a bathroom mirror, turning on a faucet, and subsequently crying profusely against a starkly contrasting, cheerful pink background adorned with hearts and stars. The overlaid Hindi text, ""फ़ील करना ही हीलिंग है"" (Feeling is healing), plays on popular internet wellness slogans by highlighting the ironic disconnect between sanitized mental health mantras and the genuinely agonizing reality of processing complex emotions. Emotionally, the meme juxtaposes profound psychological distress with aggressively positive imagery to convey that emotional catharsis, while framed as a positive necessity, is often an incredibly messy and overwhelming experience in the moment. Clinically, the character's overt display of heavy crying and visible emotional pain provides direct visual evidence of the symptom Feeling Down, capturing the raw vulnerability inherent in confronting one's sadness.","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
explanation_only,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-130.jpg,UNIVERSAL_HUMAN,"Utilizing a classic object-labeling format over a photograph of a soccer match, this bilingual meme labels the player firmly controlling the ball as ""एंटीडिप्रेसेंट्स"" (Antidepressants), the player chasing behind him as ""मैं"" (Me), and the elusive ball itself as ""मेरे orgasms"" (my orgasms). The core irony relies on this competitive sports metaphor to humorously convey the frustrating and helpless emotional state of experiencing medication-induced sexual dysfunction, masking a deeply personal physical struggle with a lighthearted visual. Clinically, by highlighting the user's inability to experience sexual pleasure or climax as a direct consequence of their psychiatric treatment, the meme illustrates a specific, medically induced form of anhedonia that aligns with the glossary definition of a Lack of Interest in enjoying fundamental aspects of life.","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
explanation_only,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-396.jpg,UNIVERSAL_HUMAN,"This image features a vivid orange goldfish confined within a small glass bowl resting on a dark surface, starkly juxtaposed against a vast, monochromatic, and unreachable ocean background. The overlaying Hindi text reads ""पूरी ज़िंदगी क़ैद..."", translating to ""Lifelong imprisonment..."", which utilizes the cruel irony of a captive fish facing endless, inaccessible waters to symbolize the existential dread and restrictive nature of one's circumstances. Emotionally, the contrast between the vibrant, trapped subject and the bleak, infinite expanse conveys a profound sense of isolation, resignation, and deep despair. Clinically, this explicit metaphorical representation of enduring hopelessness and the agonizing feeling of being permanently trapped directly aligns with the symptom of Feeling Down.","[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
explanation_only,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-82.jpg,UNIVERSAL_HUMAN,"The image is a screenshot of a tweet-style post featuring a smiling profile picture of a man named Hilton Collins alongside Hindi text that translates to, ""Did you know that a piranha can eat a small child down to the bone in less than 30 seconds? Anyway, I lost my job at the aquarium today..."" The core humor relies on dark comedy and narrative misdirection, setting up a morbid ""fun fact"" before delivering a punchline that implies the author was fired for horrifying negligence that resulted in a child being eaten. Emotionally, the meme generates shock value through the stark juxtaposition of the user's cheerful avatar and casual, conversational tone against the gruesome, macabre implication of the joke. Because the post functions entirely as an edgy, fictional narrative intended for comedic shock rather than a genuine expression of personal psychological distress, it does not clearly depict any specific mental health symptoms from the provided clinical glossary.","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
explanation_only,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-577.jpg,UNIVERSAL_HUMAN,"The meme features two identical panels of a disheveled man slouching on a couch, drinking beer, and staring blankly at a TV, contrasting the top panel's text ""2019: निठल्ला"" (Hindi for ""idle"" or ""useless"") with the bottom panel's text ""2020: ज़िम्मेदार नागरिक"" (Hindi for ""responsible citizen""). Culturally, the humor relies on the irony of the COVID-19 pandemic lockdowns, pointing out how socially condemned laziness was suddenly reframed as a civic duty simply by staying indoors. Emotionally, the meme conveys a sense of profound stagnation and apathy, masking the psychological toll of isolation behind a facade of ironic situational validation. Clinically, the visual depiction of the man's flat affect, solitary drinking, and chronic sedentary state strongly indicates a **Lack of Interest**, while the 2019 text explicitly identifying his lifestyle as ""useless"" aligns with internalized societal judgments reflective of **Low Self-Esteem**.","[1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
explanation_only,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-305.jpg,UNIVERSAL_HUMAN,"This meme features the Hindi text ""जब आप बिल्कुल नीचे गिर जाते हो, तो सिर्फ ऊपर ही जा सकते हो! मैं:"" (translating to ""When you hit rock bottom, you can only go up! Me:""), juxtaposed against a photograph of heavy excavators and dump trucks actively digging deeper into a massive open-pit mine. The cultural humor relies on ironically subverting a well-known motivational cliché; rather than rebounding from adversity as the quote promises, the creator portrays themselves as actively finding ways to sink even lower. Emotionally, this contrast expresses a profound, cynical pessimism, using self-deprecating comedy to mask the distressing feeling that one's circumstances or mental state are continuously worsening without a clear upward trajectory. Clinically, this thematic focus on absolute despair and the perceived impossibility of recovery clearly aligns with the symptom of Feeling Down, as the meme visually and textually articulates a state of severe hopelessness where the individual feels trapped in an ever-deepening emotional pain.","[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
explanation_only,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/POP_CULTURE_DEPENDENT/test/TE-379.jpg,POP_CULTURE_DEPENDENT,"This four-panel comic parodies the anime *Death Note* by localizing the concept for an Indian audience, depicting a somber man who discovers ""यमराज की किताब"" (Yamraj's Book) and contemplates, ""ये तो यमराज की किताब है! अब मैं किसे मारूँ?"" (This is Yamraj's book! Now whom should I kill?). The comedic irony unfolds when he writes ""मेरा भविष्य"" (My future) in the fatal pages, only for a shadowy, Shinigami-like death deity to appear and state, ""जो चीज़ पहले से ही मरी हुई है, उसे तुम नहीं मार सकते!"" (You cannot kill something that is already dead!). Emotionally, the meme leverages this morbid supernatural scenario to articulate a profound sense of psychological despair and resignation, using dark internet humor as a coping mechanism. Clinically, the explicit declaration that the subject's future is already metaphorically ""dead"" is a stark manifestation of severe hopelessness, directly aligning with the symptom of Feeling Down, while the underlying belief that his life prospects are entirely ruined and worthless also reflects deep-seated Low Self-Esteem.","[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
explanation_only,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-604.jpg,UNIVERSAL_HUMAN,"This meme features a dark, moody bedroom illuminated by a stark blue LED light strip, showing a person lying under blankets with the overlaid Hindi text ""उदास दिलों को नींद कहाँ,"" which translates to ""Where is sleep for sad hearts?"" Reflecting the popular South Asian internet aesthetic of late-night, melancholic poetry, the combination of the isolating dark room and poignant text conveys a deep sense of nocturnal loneliness and emotional pain. Clinically, this image directly aligns with the symptom of a **Sleeping Disorder** by explicitly highlighting the inability to fall asleep, while simultaneously expressing **Feeling Down** through the text's direct reference to sadness and the overall depressive, isolating visual atmosphere.","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
explanation_only,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-199.jpg,UNIVERSAL_HUMAN,"This text-based meme features a plain, dark-textured background with centered white Hindi text that reads, ""जब आप बहुत *थके हुए हों* पर आपको *नींद न आए*,"" which translates to ""When you are very *tired* but you *can't sleep*."" Culturally, this functions as a highly relatable statement piece common on social media platforms like Instagram or WhatsApp, drawing its engagement from the shared frustration of a physiological paradox rather than a traditional comedic punchline. Emotionally, the stark, minimalist aesthetic of white text on a black background perfectly mirrors the isolation and late-night helplessness felt when one's mind refuses to shut down despite profound physical and mental exhaustion. Clinically, the explicit textual complaint of severe fatigue coupled with an inability to fall asleep serves as a direct indicator of a Sleeping Disorder, specifically highlighting common experiences of insomnia and exhaustion.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
explanation_only,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-73.jpg,UNIVERSAL_HUMAN,"This meme utilizes a mock architectural floor plan template with Hindi labels, where tiny, cramped sections at the top denote a 'बेडरूम' (Bedroom), 'किचन' (Kitchen), and 'बाथरूम' (Bathroom), while the overwhelming majority of the square footage is labeled 'अकेलापन' (Loneliness). The dark humor relies on spatial irony, visually exaggerating how an abstract, painful state of mind can metaphorically consume far more space in a person's life than their basic physical living areas. Emotionally, the stark juxtaposition of tiny functional rooms against a massive, empty void conveys a profound sense of isolation and the feeling of being completely engulfed by one's own solitude. Clinically, this disproportionate spatial representation of immense, all-consuming isolation acts as an explicit visual metaphor for deep emotional pain, aligning directly with the symptom of Feeling Down.","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
explanation_only,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-48.jpg,UNIVERSAL_HUMAN,"This Hindi-language meme utilizes an ironic visual template of a person submerged neck-deep in floodwater while holding an umbrella, illustrating the futility of inadequate coping mechanisms against overwhelming psychological distress. The creator, labeled ""मैं"" (Me), is drowning in waters labeled with severe afflictions like ""आत्महत्या"" (Suicide), ""डिप्रेशन"" (Depression), and ""आँसू"" (Tears), while the umbrella offering flimsy protection from the ""खुद को नुकसान पहुँचाने वाली हरकतें"" (Self-harming behaviors) rain is cynically labeled ""अनजान लोगों के मीठे बोल"" (Sweet words from strangers). Emotionally, the meme conveys a state of being entirely consumed by despair, highlighting the dark humor that superficial online validation is practically useless against a genuine, multi-faceted psychiatric crisis. Clinically, the explicit inclusion of tears and depression aligns precisely with the Feeling Down symptom, while the direct textual references to suicide and self-inflicted damage provide clear, undeniable evidence of Self-Harm.","[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
explanation_only,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-237.jpg,UNIVERSAL_HUMAN,"This meme features a macro image of a cute, fluffy teddy bear peacefully watching bubbles float in a sunny park, overlaid with the ""Hinglish"" text ""मैं, अपनी जिंदगी का मजा लेते हुए एक dumb बनकर,"" which translates to ""Me, enjoying my life being dumb."" The core humor relies on the cultural ""ignorance is bliss"" trope, contrasting the hyper-innocent, serene visual with an underlying emotional state of psychological overwhelm, suggesting that the creator can only find peace by willfully turning off their brain to avoid reality's stressful complexities. Clinically, while the meme presents a cheerful outward facade, the explicit use of self-deprecation to navigate life's daily pressures aligns with mild expressions of Low Self-Esteem, as the user humorously degrades their own intelligence as a necessary coping mechanism to survive the burden of awareness.","[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
explanation_only,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-301.jpg,UNIVERSAL_HUMAN,"The black-and-white two-panel image contrasts a left arm covered in severe horizontal lacerations with a seemingly unscarred right arm draped with a necklace, accompanied by the Hindi text ""अब यह पहले जैसा"" and ""कभी नहीं होगा,"" which translates to the despondent phrase, ""It will never be the same again."" Culturally rooted in internet ""sadposting"" communities, the meme uses this stark visual before-and-after juxtaposition to convey an underlying emotional state of profound hopelessness, regret, and enduring psychological pain regarding the permanent physical reminders of distress. Clinically, the explicit depiction of extensive, clustered cuts on the forearm provides direct visual evidence of the **Self-Harm** symptom. Furthermore, the fatalistic text expressing that a return to an unblemished or normal state is impossible strongly aligns with the **Feeling Down** symptom, highlighting a deeply entrenched sense of despair and emotional agony.","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
explanation_only,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-83.jpg,UNIVERSAL_HUMAN,"This meme utilizes a two-panel reaction image of a deadpan Lisa Simpson listening to an MP3 player and staring apathetically out a window, accompanied by the Hinglish text ""मैं messages ignore करते हुए जब तक फिर से social होने की energy न आ जाए,"" which translates to ""Me ignoring messages until I get the energy to be social again."" Culturally, the image captures the highly relatable modern internet experience of social burnout, using the recognizable exhaustion of the cartoon character to humorously validate the need to deliberately isolate oneself from demanding digital communication. Emotionally, the juxtaposition of the mundane act of riding in a vehicle with the confession of intentional avoidance conveys a deep sense of interpersonal fatigue and the necessary emotional withdrawal required to recharge one's mental battery. Clinically, the explicit statement about lacking the energy to engage with others and the depicted behavioral choice to purposefully tune out the world serve as direct textual and visual evidence of a Lack of Interest, demonstrating a clear apathy toward typical social engagement.","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
explanation_only,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-647.jpg,UNIVERSAL_HUMAN,"This image depicts a man viewed from behind with his hands clasped behind his head in a posture of frustration, staring at a dark background densely covered with Hindi interrogative words like ""क्या?"" (what), ""क्यों?"" (why), ""कैसे?"" (how), and ""कब?"" (when). Culturally, the meme uses the visual trope of floating text to represent a chaotic internal monologue, capturing the highly relatable experience of extreme overthinking and confusion localized for a Hindi-speaking internet audience. Emotionally, the man's defeated, surrendered body language contrasting with the relentless barrage of questioning words conveys a profound sense of mental overwhelm, anxiety, and feeling trapped by one's own racing thoughts. In a clinical context, this literal depiction of a mind flooded with competing, unanswerable questions strongly aligns with a Concentration Problem, effectively visualizing the exhausting brain fog, inability to focus, and cognitive paralysis that stems from severe psychological overload.","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
explanation_only,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-105.jpg,UNIVERSAL_HUMAN,"This meme utilizes an ""average weight"" (औसत वजन) infographic template, establishing a factual baseline by listing the physical weights of a sheep (90 kg) and an elephant (5400 kg) before delivering a hyperbolic, self-deprecating punchline. In the final row, the standard animal image is replaced with Hinglish text reading ""मेरे parents पर मेरे होने, useless, ugly और untalented होने का बोझ"" (The burden on my parents of me existing, being useless, ugly, and untalented), which is paired with an infinite weight measurement (∞ किग्रा). Emotionally, the sterile, objective presentation of a scientific chart starkly contrasts with the intense psychological distress conveyed in the final panel, utilizing dark internet humor to quantify profound guilt. Because the text explicitly labels the creator as a crushing ""burden"" on their family and uses self-loathing descriptors like ""useless"" and ""ugly,"" this meme serves as a clear, literal manifestation of the **Low Self-Esteem** clinical symptom.","[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
explanation_only,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-625.jpg,UNIVERSAL_HUMAN,"Featuring a stark black-and-white still of a distressed young woman from a BBC Three broadcast, this image is overlaid with Hindi text translating to, ""People might say 'you are so fat that you can't have an eating disorder' because I am... losing the battle."" Culturally, the image critiques the harmful societal misconception that an individual must be visibly emaciated to suffer from disordered eating, utilizing documentary-style realism to ground the message in authentic human suffering. Emotionally, the meme conveys a profound sense of isolation and despair, illustrating the heavy psychological toll of having one's internal struggles invalidated by outward physical appearances. Clinically, the explicit textual reference directly aligns with an **Eating Disorder**, while the distressing confession of ""losing the battle"" demonstrates the deep hopelessness and emotional pain characteristic of **Feeling Down**.","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
explanation_only,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-631.jpg,UNIVERSAL_HUMAN,"This four-panel meme utilizes a familiar template of a blurry, frantically moving boy to depict an exaggerated reaction, beginning with an image of feet on a weighing scale beneath the Hindi text ""*वज़न 1 ग्राम कम हुआ*"" (Weight decreased by 1 gram), followed by the boy sprinting to a laptop to frantically search ""BMI कैलकुलेटर"" (BMI Calculator) on Google. The core humor relies on the extreme emotional urgency and hyper-fixation triggered by a biologically insignificant change in body weight, masking a frantic obsession with physical metrics beneath a seemingly lighthearted, comedic overreaction. From a clinical perspective, this exaggerated depiction of tracking minute weight fluctuations and the immediate, panicked rush to calculate body mass indices serves as visual evidence of an **Eating Disorder**, illustrating the obsessive weight monitoring and body dysmorphia often characteristic of such mental health challenges.","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
explanation_only,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-475.jpg,UNIVERSAL_HUMAN,"This four-panel comic features a frog progressing through its daily routine—waking up in a nightcap, working at a desk beneath a grim ""मरते दम तक काम!"" (Work until death!) poster, and sitting at a computer—while repeatedly stating the Hindi phrase ""मैं थक गया हूँ।"" (I am tired). The core irony emerges in the final panel where the frog lies wide awake in bed with a blank, wide-eyed stare, stating ""नींद नहीं आ रही।"" (I can't sleep), tapping into a relatable internet culture trope about the paradox of modern fatigue. This juxtaposition of pervasive daytime exhaustion declarations against sudden nighttime alertness conveys an underlying emotional state of frustrating restlessness and the helpless cycle of burnout. Clinically, the comic's explicit depiction of chronic daily exhaustion paired with nighttime insomnia provides clear visual and textual evidence of a Sleeping Disorder.","[0,0,0,0,0,0,1]",
explanation_only,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-382.jpg,UNIVERSAL_HUMAN,"This image consists of a bright yellow text overlay masking a blurred, handwritten diary entry filled with distressed English phrases like ""no way out of this slump,"" featuring the Hinglish text: ""अभी Maggi खाते-खाते रो पड़ा क्योंकि सब कुछ बहुत draining लग रहा है और मैं थक गया हूँ अच्छी चीज़ों के होने की भीख माँगते-माँगते।"" (I just burst into tears while eating Maggi because everything feels so draining and I'm tired of begging for good things to happen). Culturally, the meme contrasts the mundane, comforting act of eating Maggi—a ubiquitous instant noodle brand in South Asia—with a sudden, intense emotional breakdown, utilizing internet culture's tendency to overshare intimate despair through relatable, everyday scenarios. The underlying emotional state is one of profound exhaustion and despair, where the juxtaposition of a simple comfort meal fails to mask the creator's overwhelming psychological burden and sense of defeat. Clinically, this explicit confession of sudden crying, finding life persistently ""draining,"" and experiencing severe hopelessness directly aligns with the **Feeling Down** symptom outlined in the diagnostic glossary.","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
explanation_only,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-169.jpg,UNIVERSAL_HUMAN,"This meme features a manga-style panel of a bespectacled girl kneeling to open a large trash bag, accompanied by Hindi speech bubble text that translates to, ""Alright. I am going to throw away the garbage. Come on, get inside,"" alongside sound effects reading ""khol"" (open). Culturally, the core joke relies on aggressive internet irony where the speaker commands the viewer—or, in self-referential meme sharing contexts, the poster themselves—to act as literal refuse to be discarded. Emotionally, the mundane visual of a household chore starkly juxtaposes the harsh, self-deprecating undertone, using deadpan humor to mask feelings of profound inadequacy. Clinically, by explicitly equating a person to disposable ""garbage"" that needs to be thrown away, the meme presents direct textual and conceptual evidence of ""Low Self-Esteem,"" illustrating intense feelings of worthlessness through a darkly comedic, relatable format.","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
explanation_only,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-388.jpg,UNIVERSAL_HUMAN,"This image features a simulated tweet format from a user named ""erin"" (@erinbcmurray) displaying the Hindi text, ""क्या किसी और की लाइफ भी ऐसी चल रही है कि ‘बस ये आखिरी मुश्किल हफ्ता निकल जाए, फिर तो लाइफ सेट है!’ लेकिन ऐसा... हर हफ्ते होता है,"" which translates to a person perpetually hoping that after just one more ""difficult week"" their life will be perfectly settled, only to realize this exhausting cycle repeats every single week. The core joke relies on the highly relatable cultural irony of modern burnout, where the promised relief from stress is continuously delayed, effectively masking a grim reality with casual, communal internet humor. Emotionally, the text conveys chronic exhaustion and deep resignation, highlighting the psychological distress of being trapped in an endless loop of false anticipation and ongoing struggle. Clinically, this explicit description of unending difficult periods and the resulting sense of pervasive hopelessness aligns directly with the symptom of Feeling Down, as the user uses humor to cope with chronic emotional pain.","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
